Text,Author,Tags,Author Image,Opus
"“Seek what you cannot achieve, and you will find what you can.”",Sapho Economides,"achievement, inspirational, life, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1712915433i/18580827._UY200_CR49,0,200,200_.jpg",
"“Believe in yourself and all that you are. Know that there is something inside you that is greater than any obstacle. Your potential is limitless, and the only thing holding you back is your own belief in your abilities. Breathe, deeply, and allow your true potential to awaken, exhale deeply and let your breath guide you towards a life of meaning and fulfillment, a life you deserve.”",Vijay Moksha,"healing, healing-the-past, life, life-purpose-quotes, meditation-quotes, mindfulness-quotes, motivational, motivational-inspirational, selflove-quotes, sprituality",,
"“Start believing in conspiracies, because those who have the power conspire, and they keep their power by having people not believing in conspiracies”","Maria Karvouni,","creative-nonfiction, knowledge, life-lessons, motivational, nonfiction, philosophy, self-help, speculative-nonfiction, truth, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1565605079i/18512664._UX200_CR0,0,200,200_.jpg",The Impossible Proof Of Knowing Nothing
"“You become a slave if you fear to fight that's why the strong crave to conquer. If you want to be strong conquer yourself because if you can do that you can conquer the world. If you fear to address your thoughts then you will never address the thoughts of others, and if you can't do that then you'll never be able to make your mark known.”",-Kalen Doleman,"believe-in-yourself, brave, fear, freedom, inspiration, inspirational-attitude, inspire, inspiring, liberation, motivational",,
"“Never sit home all day go forth, meet people, and find something to get into because that is where true experiences develop. But remember the best experiences are things that develop social intelligence, personal fun, and can make you grow as a person.”","Kalen Doleman,","action, decisiveness, determination-quotes, inspirational-attitude, inspiring, kalen-doleman, motivational, wisdom, yourself","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1684699244i/18234331._UX200_CR0,50,200,200_.jpg",Super Sayings to Essential Power
“May the Maker extend his mercies to all mankind.”,Lailah Gifty Akita,"maker, mankind, mercies, motivational",,
"“Mój ojciec wynalazca zawsze mawiał, że przeszłość jest dla teraźniejszości święta, a teraźniejszość zawsze poświęca się dla przyszłości. Czyli według jego słów - jeżeli poświęcę jutrzejszemu dniu teraz, jutro będzie piękne i słoneczne.”","Jang Eun-Jin,","motivational, quotes-to-live-by","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1404588144i/8282949._CR0,20,200,200_.jpg",No One Writes Back
“Be so positive that negative people take a turn towards positivity!”,Rupa Mahanti,"inspirational-quotes, life-lessons, life-quotes, motivational, quotes",,
“Do not limit yourself to things that may lead you to successful path.The self-limiting beliefs will hinder you reaching to your goals.Think once!”,Bhawna Dehariya,"bhawna-says, challanges, climbing, games, inspirational-quotes, life-quotes, motivational, mountaineering, success-mantra",,
"“Fitness is vital for sportsperson, I never take it for granted. My fitness mantra is healthy eating and daily exercise.”",Bhawna Dehariya,"bhawna-says, challanges, climbing, games, inspirational-quotes, life-quotes, motivational, mountaineering, success-mantra",,
"“If you want success then you have to be a risk bearer in life, take that courageous step and go on until you achieve it.Go ahead!”",Bhawna Dehariya,"bhawna-says, challanges, climbing, games, inspirational-quotes, life-quotes, motivational, mountaineering, success-mantra",,
“Stress is a consequences of negative happenings or impact in life. But important is how to overcome it.”,Bhawna Dehariya,"bhawna-says, challanges, climbing, games, inspirational-quotes, life-quotes, motivational, mountaineering, success-mantra",,
"“Success is no accident....It is hard work, perseverance , learning, studying, sacrifice and most of all...love of what you are doing....Tribute to the legend Pele”",Bhawna Dehariya,"bhawna-says, challanges, climbing, games, inspirational-quotes, life-quotes, motivational, mountaineering, success-mantra",,
“The best shield a girl or a woman can have is courage.”,Bhawna Dehariya,"bhawna-says, challanges, climbing, games, inspirational-quotes, life-quotes, motivational, mountaineering, success-mantra",,
"“It's not important whether you lose or win, what is that you participate and play, one fine day your experience will make you win.”",Bhawna Dehariya,"bhawna-says, challanges, climbing, games, inspirational-quotes, life-quotes, motivational, mountaineering, success-mantra",,
“Believe in yourself that you can and you will! As there are no limits to what we as women can achieve.”,Bhawna Dehariya,"bhawna-says, challanges, climbing, games, inspirational-quotes, life-quotes, motivational, mountaineering, success-mantra",,
“Second chances are rare and comes with fortune.. thus use the first wisely.Think once!”,Bhawna Dehariya,"bhawna-says, challanges, climbing, games, inspirational-quotes, life-quotes, motivational, mountaineering, success-mantra",,
"“Self-confidence will give you that success which no other way can help, it is the prime key.Look into the mirror, say- Yes! you canThink once!”",Bhawna Dehariya,"bhawna-says, challanges, climbing, games, inspirational-quotes, life-quotes, motivational, mountaineering, success-mantra",,
"“Exude power when you should, not when you can !!”",Sugandha Rajpal,motivational,,
“The road appears with the first step !!”,Sugandha Rajpal,motivational,,
“Tiny changes. Remarkable results.”,"James Clear,",motivational,"https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1393075384i/7327369._UX200_CR0,0,200,200_.jpg",Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones
"“Not everyone’s opinion matters, Not everyone’s perceptions are equal.”",Shaa Zainol,"inspirational, motivational, opinion-quotes",,
"“It’s important to think of what it means to powerfully and successfully rise to challenges, and all that it requires: determination, clarity, and steering clear of victim mentality”","Emma R.  Wilson,","encouragement, faith-and-forgiveness, inspirational, memoir-by-woman-of-color, motivational, overcoming-trauma-hardship, teen-pregnancy, violence",,Not a Statistic: Emma Wilson's Story of Determination Through Tragedy
“Rejection is indeed projection.”,Robin S. Baker,"inspirational, motivational, protection, rejection, source, spiritual","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
“Extremely complex individuals are not here to be understood. They are here to be felt on a profound level. Whether that's through their existence or their creations. That is something that they will have to come to terms with in their lifetime.”,Robin S. Baker,"complex, creations, existence, guidance, inspirational, lifetimes, misunderstood, motivational, spiritual","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
"“What you have now, it will have to be enough”","Ali Hazelwood,",motivational,"https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1611084228i/21098177._UX200_CR0,0,200,200_.jpg",The Love Hypothesis
“Always believe in your dreams and never give up!”,"Marlene Wohlmuth,","ankommen, inspirational, meditation, mindset, motivational, self-love, zurückzumir",,Mein Weg zurück zu mir
“To whoever needs to hear this: It's never too late to change directions. Life isn't a linear path. So do not stifle your potential by staying in a lane that doesn't fit what you want for yourself anymore.”,Robin S. Baker,"advice, change-directions, guidance, life-advice, linear, motivational, paths, potential","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
"“Romanticizing the past will keep you stuck in a cycle that you were meant to grow and move on from for awhile now. You're delaying the inevitable and pushing away what was sent as a helping hand.Don't keep yourself trapped in memories or you will continue to stay in a state of deep dissatisfaction with your present and future life. That's not what you want for yourself, correct?”",Robin S. Baker,"advice, cycles, guidance, motivational, moving-forward, past-memories, romanticism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
"“I am very aware of everything that I'm worthy of. Therefore I walk, talk, act, and emit that type of energy in my life. That is how you attract what you desire and what you're deserving of with ease.”",Robin S. Baker,"advice, deserving, desire, energy, guidance, inspirational, motivational, worthy","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
“Confidence will take you places you never thought was possible to reach.”,Robin S. Baker,"confidence, courage, elevation, guidance, inspirational, motivational, opportunity","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
"“Knowing when to let go, and actually doing it, is an essential skill that can be developed. However, it requires you to have a lot of trust in yourself.”",Robin S. Baker,"advice, guidance, inspirational, letting-go, life-skills, motivational, trust, trust-yourself","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
“Our independence lies on total dependent on Almighty God.”,Lailah Gifty Akita,"dependent, god, independence, motivational",,
"“Don't be intimidated by your opponents, be driven by your own strength.”",D.L. Lewis,"creative-writing, goal-setting, inspirational, motivational",,
"“Through you, through you, through you...  The magic works through you. Not beside you. Not around you. Not for you. Not despite you. But through you. You have to go there. You have to choose your stage. You have to do your dance. Putting yourself in place, to any degree that you can, even if it scares you, even when it's ""hard,"" even if it's just your big toe. Stretch yourself, scoff at the odds, get the ball rolling so that the magic can then come alive and sweep you off your feet with its infinite grace and glory. You wouldn't just carry around the seeds for the garden of your dreams in your pocket, all the while asking where your flowers were? Nope, you'd have to brave the elements, you'd have to choose the location, and then you'd have to go there. Your life is your wand.”",Mike Dooley,"inspirational, life, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1310498911i/133854._UX200_CR0,25,200,200_.jpg",
"“Through you, through you, through you...the magic works through you. Not beside you. Not around you. Not for you. Not despite you. But through you. You have to go there. You have to choose your stage. You have to do your dance. Putting yourself in place, to any degree that you can, even if it scares you, even when it's ""hard,"" even if it's just your big toe. Stretch yourself, scoff at the odds, get the ball rolling so that the magic can then come alive and sweep you off your feet with its infinite grace and glory. You wouldn't just carry around the seeds for the garden of your dreams in your pocket, all the while asking where your flowers were? Nope, you'd have to brave the elements, you'd have to choose the location, and then you'd have to go there. Your life is your wand.”",Mike Dooley,"inspirational, life, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1310498911i/133854._UX200_CR0,25,200,200_.jpg",
"“I used to tell my kids, there are TWO ways to make the best sandcastle.Work hard to make the best sandcastle you can, motivating other kids to do the same and then improving your sandcastle as needed.Other is simpler; just go knock down everyone else's sandcastle so your little pile of sand is the best.”",Frank D. Prestia,"inspirational-quotes, motivation, motivational, motivational-inspirational, success-quotes",,
“Master the mind with meditations.”,Lailah Gifty Akita,"meditation, mind, motivational",,
"“Let us leave no effort.let us give it our allwe will chase our dreamlike mad men and mad women,who have the gall.”",Avijeet Das,"chasing-dreams, dont-quit, dreams-and-wishes, gall, inspirational, life-philosophy, mad-men, mad-women, motivational, stay-strong","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1629616654i/14201320._UX200_CR0,0,200,200_.jpg",
"“Everyday when I go to bed, it's my year end and when I wake up it's my new year”","Hari krishnan Nair,","inspirational-quotes, life-quotes, motivational, new-year-quotes, positive-thinking",,WHO AM I: Author Hari Krishnan Nair
“The moment today is a memory tomorrow.”,Lailah Gifty Akita,"memory, moment, motivational",,
“Memories are more important to me.”,Lailah Gifty Akita,"me, memories, motivational",,
“Different kinds of people getting along can achieve wonderful things together.”,Jordan G Kobos,"collaboration, facts-of-life, humanity, life-lessons, motivational, motto-to-live-by, philosophy, spirituality, unity-is-strength, wisdom",,
“Shoot your shot when it comes to your career. Don't be afraid of rejection. You have to move past that fear.”,Robin S. Baker,"advice, career, fear, guidance, inspirational, motivational, rejection, shoot-your-shot","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
“Aim higher. You're thinking too small.”,Robin S. Baker,"aim-higher, guidance, inspirational, inspiring, motivational, thinking-small","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
"“Deepen your understanding of life, expand your knowledge, and open your mind up to the unknown. You are ready to receive the wisdom and personal growth that comes with this evolution.”",Robin S. Baker,"evolution, expand-your-mind, guidance, inspirational, knowledge, motivational, personal-growth, understanding, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
"“सफलता का मार्ग तलाशने से नहीं मिलता, मंजिल तक पहुंचने का मार्ग अपने सोच विचार से मिलता है, उसे अपने दम पर ही मजबूती से बनाकर आगे बढ़ना होता है, याद रखें एक छोटा सा बीज चुपचाप प्रकाश की ओर बढ़ने के लिए खुद को एक वृक्ष में बदल लेता है ।”",Srinivas Mishra,"hindi-quotes, inspirational, motivational, quote",,
"“If you can begin to see your life as a feedbackmechanism that is reflecting who you are, with the ultimate goal to help you live better and more fully. All of a sudden you realize it was never the world standing in your way but your own mind.”",Brianna Weist,"growth, life, motivational, perspective",,
"“If you can begin to see your life as a feedback mechanism that is reflecting who you are, with the ultimate goal to help you live better and more fully. All of a sudden you realize it was never the world standing in your way but your own mind.”",Brianna Weist,"growth, life, motivational, perspective",,
"“In conclusion of my story the purpose of writing it is to help you,by motivate, inspire, giving hope of finishing strong nomatter how hard is it, trust God the master of everything that he will make you come out strong in those situations as he done to me and others hang in there it almost done,you'll come out shine like a gold on that fire I promise you your name will change If you know as weak, useless ,unvalued person after trials you going to be on heardlines of news everyone will ask about you and they going to look at you high and low remember one thing all praise unto God who created Heavens and Earth never forget him on your ways humbleness must be you sheild to escape God's anger.”",Nozipho N.Maphumulo,"conclusions, earth, god, heaven, humbleness, inspirational, motivational, reminder",,
"“You are only right when your timing is right, but you are never right when your timing is not right, no matter how hard you struggle to get your timing right.”",Srinivas Mishra,"hard-work, inspirational, motivational, quotes, right, struggle, time, timing",,
“May the mighty one be merciful to all men.”,Lailah Gifty Akita,"men, merciful, motivational",,
“Champions are men and women who refuses to fall back even in the midst of setbacks.”,Anufa Freeborn,"inspirational, life, motivational, people, setbacks, zeal",,
“I touched peaks impossible.”,Nick Oliveri,"ecstasy, happiness, joy, motivational, mountains, peaks","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1667747714i/22057618._UX200_CR0,33,200,200_.jpg",
"“Allow yourself the grace to change your mind, goals, and perspective whenever you feel called to.”",Robin S. Baker,"change, compassion, goals, grace, guidance, inspirational, motivational, perspective, transformation","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
"“If arguing was a sport, I would love to lose it every time to win friends.”","Sukant Ratnakar,","argument, human-behaviour, inspirational, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
"“Throughout our life, we chase ownership to disown everything one day.”","Sukant Ratnakar,","life, motivational, ownership, truth, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“What's the meaning of ownership after you cease to exist?”,"Sukant Ratnakar,","life, motivational, ownership, truth, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
"“Changing perspective is as important as building one because circumstances change, as do the facts and people.”","Sukant Ratnakar,","change, human, inspirational, motivational, perspective","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
"“An argument is a bottomless well. When someone jumps inside the well expecting to  obtain pearls, they find filth instead in their hands.”","Sukant Ratnakar,","argument, human-behaviour, inspirational, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
"“Allow yourself to think, reflect and strategize in the white space moments.”","Sukant Ratnakar,","attitude, life-lessons, motivational, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“Changing our perception can change the polarity of our energy.”,"Sukant Ratnakar,","attitude, energy, inspirational, motivational, perception","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“It's not the events but the perceptions of those events that decide the polarity of our energy.”,"Sukant Ratnakar,","attitude, energy, inspirational, motivational, perception","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
"“It's one thing to have a spinal cord, another to have a backbone.”","Abhijit Naskar,","backbone, brainy-quotes, conviction, ethics-and-principles, inspiring, motivational, self-determination, self-esteem, take-a-stand, unbending","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1535400350i/13720247._UX200_CR0,0,200,200_.jpg",Himalayan Sonneteer: 100 Sonnets of Unsubmission
"“My words are not for the rich businessmen and women, bureaucrats, fashion models, and other affluent people living in our world. My words are for the strugglers, and the fighters, who need them to continue the fight against injustice, oppression, inequality and discrimination by an insensitive world.”",Avijeet Das,"discrimination, don-t-give-up, fighting-spirit, inequality, injustice, inspirational, motivational, oppression, writer","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1629616654i/14201320._UX200_CR0,0,200,200_.jpg",
"“Between the pillars of the known and unknown, there are millions of perceptions.”","Sukant Ratnakar,","attitude, energy, inspirational, motivational, perception","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“Some people die today to live tomorrow.”,"Sukant Ratnakar,","inspirational, motivational, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“People who don't know driving can only blow horns.”,"Sukant Ratnakar,","inspirational, motivational, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“No leader can take the company forward if the company remains stuck in its past glories.”,"Sukant Ratnakar,","leader, leadership, motivational, organisational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“Our thoughts have the energy to light the candle and burn the hand. It all depends on how we handle them.”,"Sukant Ratnakar,","motivational, positivity, thoughts, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“The best utilization of gas in your car is to move in the direction of your destination.”,"Sukant Ratnakar,","achievement, motivational, success, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
"“Success is always relative; in isolation, everyone is a winner.”","Sukant Ratnakar,","achievement, motivational, success, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“It does not matter if we do not have an immediate answer. What matters is if we have the right question.”,"Sukant Ratnakar,","answers, motivational, perspective, positivity, thoughts, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“The outcome of a day with white spaces is far greater than a packed day extending to long working hours.”,"Sukant Ratnakar,","attitude, knowledge, motivational, outcome, positivity, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“We do have the option to make use of our time more intelligently.”,"Sukant Ratnakar,","attitude, energy, motivational, outcome, positivity, thoughts, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“Every day you have the choice of how you want to start your day.”,"Sukant Ratnakar,","inspirational, motivational, positivity","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“Busyness draws more emotional energy from our reserves than it fills back.”,"Sukant Ratnakar,","attitude, motivational, thought","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
"“If the busiest person in the office is the CEO, it only means that either the leadership has failed to create evolving systems or the leadership itself has failed.”","Sukant Ratnakar,","leader, leadership, motivational, organisational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
"“And to have a purpose, to be willing to die for a cause—was that the highest form of living?”","Nick Oliveri,","inspiration, living, motivation, motivational, purpose, quotes","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1667747714i/22057618._UX200_CR0,33,200,200_.jpg",The Conjurer
“We are a shrine to our destiny. What we achieve depends on what we do”,"Hari krishnan Nair,","destiny, life-lessons, life-quotes, motivational",,WHO AM I: Author Hari Krishnan Nair
“What makes you different is your golden ticket.”,Robin S. Baker,"golden-ticket, inspirational, motivational, unique","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
"“Just because you've presented yourself as this person for a large amount of time, doesn't mean that you have to remain that way. You have the freedom to completely transform in all ways.”",Robin S. Baker,"advice, guidance, identity, inspirational, motivational, transformation","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
“You create and define your own reality. You have more choice than what you have been taught.”,Robin S. Baker,"choices, control, creation, guidance, inspirational, motivational, reality","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1698419071i/22645808._UY200_CR0,0,200,200_.jpg",
"“It's a gift of peace, to know through darkness sees the lightLike the sterling moon, gleams bright up high in the eventideNow's the timeTo take every moment on the flyGonna look life straight in the eyeAnd make each and every dream come aliveNow's the time”",Marie Helen Abramyan,"dreaming, dreams, inspirational, life, light-and-darkness, moments, moon, motivational, now-is-the-time, peace",,
“We must master ourselves unless we'd prefer to be mastered by someone or something else.”,"Ryan Holiday,","discipline-is-destiny, inspirational, mastery, mastery-of-oneself, motivational, quote, quote-of-the-day, quotes-to-live-by, ryan-holiday",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1340390663i/5775580.jpg,Discipline Is Destiny: The Power of Self-Control
“The easiest way to complicate things is to overthink”,"Sukant Ratnakar,","inspirational, motivational, overthinking, truth, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“There is no time machineTo seeWhat happenedIn the past;If you canInvent it;But all they inventIs liesAnd fake evidence;There are no crimesReasoning is easy when no one can knowJustice Is A Joke (Time Machine) / Apocalypse Revolution”,"Jazalyn,","crime-fiction, horror, justice, life, life-lessons, motivational, science-fiction, thriller, time, truth","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1608392893i/19091689._UX200_CR0,0,200,200_.jpg",vViIrRuUsS: I Never Forget
"“If you want to make history, then first stop making excuses- the only thing that lagging u behind. Analyze capabilities, take first step & choose a different way of making things happen.”",Bhawna Dehariya,"bhawnasays, inspirational, lifegoals, motivational, mountaineering, sports",,
“…Fakat gözyaşlarımızdan utanmamızın gereği yoktu; çünkü gözyaşları insanın cesaretlerden en büyüğü olan acı çekme cesaretine sahip olduğunun kanıtıdır.”,"Viktor E. Frankl,","inspirational, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1542894524i/2782._UX200_CR0,8,200,200_.jpg",Man’s Search for Meaning
“People who are busy with the husk of the past lose the opportunity to sow in the future”,"Sukant Ratnakar,","growth, motivational, personal-development, perspective, time-management","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“The root cause of every war is the difference in perspectives”,"Sukant Ratnakar,","growth, motivational, personal-development, perspective, time-management","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“Don’t allow your mind to tell your heart what to do. The mind gives up easily.”,Paulo Coelho,motivational,"https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1201840056i/566._UX200_CR0,50,200,200_.jpg",
“It is far better to fail while trying new things than to succeed doing nothing.”,Lailah Gifty Akita,"fail, motivational, succeed",,
"“You cant find any Shop,factory or school of building human character without rough journey or hard situations college that comes in life as it heppens to me and other people it will come to you too, not that it for some certain people it for everyone. Human character needs to be shaped, prooned or builded for some work that we send to do in living that is other plan of God so you can't escape it as you did'nt escaped to be born the better thing to do is to pray for it process to be done successfully , I know nothing will stand on it cause it God's will but will going to help you to gain strength you need.”",Nozipho N.Maphumulo,"escape, god-s-will, inspirational, motivational, proccess, successful",,
“For those who never be in the labor ward where everyone arrival at hospital or any where baby delivered.The helpers who help mother to deliver the baby they focus on that process heppen to be successfully cause the life& death of mom and baby involved them on that moment while they are hands they use to praying heartly in order to keep mom alive and well while the baby's arrive the moment baby arrival use to cry that is very important cause that tell them that baby is alive if this not heppening they force it to be heppen by that I mean crying is starting gear of everything.”,Nozipho N.Maphumulo,"baby-delivery, inspirational, motivational, sceince-fiction, story-telling",,
"“New babies great world by crying and all living things express thier feeling with it what that means crying is connection network from Earth to Heaven we passing message of live, pain,trouble &happiness, same tears make God stand up in Heaven,from the bible before Jesus Christ crusified cried blood tears that doesn't stop crusified process but it gave him strength to fullfill his mission, God himself command woman to teacher their doughters to cry.Who's the most crier? women ask yourself if you not do it, did you alive or not how do you connect with God and people?Free tip direct your cries to God his the one who call it in order to answer it when the Earth in mess, he says when his people called by his name cried he will hear from Heaven and heal the Land.”",Nozipho N.Maphumulo,"crying, earth, god, heal, heaven, inspirational, motivational, people",,
"“By crying you get more attention with my Zulu language we use to say (ingane engakhali ifela embelekweni) means uncrying baby can die on his mom comfort,you need to express your feelings special to God . That what I does and still do more then that it work very well for me it will do the same for you too these stories sometimes may not make the sense to you or not understand it but it very true and it works for other people. If there's other option beside this I would tell you that love does and true friendship is and sharing is carring will make a better world.”",Nozipho N.Maphumulo,"feeling, god, inspirational, love, motivational, my-zulu-language-qoet",,
"“Someone you know may tell you ""Why are you stressing out about it? My situation is worse"". But really, the truth is that everyone has their own struggles. Struggles are not something that can be compared.”",Kim Junmyeon,"exo, motivational, self-love-self-respect",,
"“Fate is an elevator if you click on the luck button, it will rise up to and unless you work hard with passion”","Hari krishnan Nair,","life-philosophy, life-quotes, lucky-quotes, motivational",,WHO AM I: Author Hari Krishnan Nair
“The cost of believing isfar less than the costof believing in believingin yourself.”,Neerav Amin,"beleive, life, motivational, motivational-quotes, yourself-quotes",,
"“The emotions healing is in you,the moment you going through in some situation when the cloud of it passed away after recorgnising that you didnt died on the table of it.The important thing to do is to smell the coffee by seeing that the cloud is passed away and you real alive then choose to Live and do with all means to recorver, that's the real healing and what I did. See! the professional help or third hand just swip the floor as God created human fearfuly and wonderfuly that what he does for human fullness of healing within himself with natural recorvery all it based on our believe.”",Nozipho N.Maphumulo,"emotions, healing, houmor, inspirational, motivational, recovery",,
"“You know what? the secret about all of these is the hard journey of life have graudute of growth beyond. The thing is, it help to allow it and it make things easier by preventing delay of process the faster you learn is quicker to be promoted yes no one knows how to prosper in it as we didnt knew how we cought in it the wise thing is to use that statement, ride the car of believe. What if I tell you that the one who started the work will finished it?that what bible says, remember God is Alfa and Omega (Beginning and End) his whom I'm telling you about, hope I'm not confusing you about this.”",Nozipho N.Maphumulo,"bible, god, hurmor, inspirational, motivational, secreat-revealed, wise-sayings",,
"“I said the results in all of this is growth we grow spiritual, emotional and mental for an example if you didnt use to pray you going to do it,if you use to think things in a light way you going to think in deeper way avoid to take things easier and emotions will become sharpne knows when to take cover in order to be safe in being hurt if it does will doing it more finally it conquer heart, two ways of heart conquered by your choice depend on how you come out on situations,better choose right and pray to come out as suppose that will give God glory as I said we live to fullfill his will.”",Nozipho N.Maphumulo,"deeper, emotional, god, heart-conquer, inspirational, mental, motivational, spiritual",,
“The purpose of hard stuations is growth as I mentioned but it not always used to be like that depends on person who go through in it other people when feel pain become obidiant while some of them become unobidient as bible says we like clay in God hands in him we same it up to you that how do you take the process that why I said it not his fault that you come out crushed or perfect that your decision either you choose obidience or being disobidience by not allow him to build you remember if you not comes out as he expected he going to through you away as you were going to do.”,Nozipho N.Maphumulo,"bible, build, clay-clark-business-books, disobidience, god, inspirational, motivational, obidience",,
